Concatenate,Year,Pasture Name,Pasture,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase
2021_15E_TRM_MARC Individual_17,2021,NA,15E,TRM,MARC Individual,17,2021-09-21T00:00:00Z,4,8.53,60.99,7.2,1.22,0.15,57,NA,NA,NA,NA,NA,38,263,3-late
2021_15E_TRM_MARC Individual_17,2021,NA,15E,TRM,MARC Individual,17,2021-09-21T00:00:00Z,4,9.13,58.48,6.4,1.56,0.22,64,NA,NA,NA,NA,NA,38,263,3-late
2021_15E_TRM_Anderson GEM_17,2021,NA,15E,TRM,Anderson GEM,17,2021-09-21T00:00:00Z,4,9.01,59.81,6.6,1.6,0.21,"109, 110",NA,NA,NA,NA,NA,38,263,3-late
2021_15E_TRM_Anderson GEM Individual_17,2021,NA,15E,TRM,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,9.88,59.36,6,1.68,0.24,109,NA,NA,NA,NA,NA,38,263,3-late
2021_15E_TRM_Anderson GEM Individual_17,2021,NA,15E,TRM,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,9.25,58.98,6.4,1.2,0.05,110,NA,NA,NA,NA,NA,38,263,3-late
2021_17S_CARM2_Anderson GEM_17,2021,Salt Flat,17S,CARM2,Anderson GEM,17,2021-09-21T00:00:00Z,4,7.37,61.77,8.4,1.03,0.23,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_17S_CARM2_Anderson GEM Individual_17,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,7.36,61.86,8.4,1.03,0.22,98,NA,NA,NA,NA,NA,38,263,3-late
2021_17S_CARM2_Anderson GEM Individual_17,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,7.37,61.89,8.4,0.93,0.18,105,NA,NA,NA,NA,NA,38,263,3-late
2021_17S_CARM2_MARC Individual_17,2021,Salt Flat,17S,CARM2,MARC Individual,17,2021-09-21T00:00:00Z,4,7.68,62.9,8.2,1.05,0.2,50,NA,NA,NA,NA,NA,38,263,3-late
2021_17S_CARM2_MARC Individual_17,2021,Salt Flat,17S,CARM2,MARC Individual,17,2021-09-21T00:00:00Z,4,7.78,62.56,8,0.97,0.25,54,NA,NA,NA,NA,NA,38,263,3-late
2021_31W_CARM1_Anderson GEM_17,2021,South,31W,CARM1,Anderson GEM,17,2021-09-21T00:00:00Z,4,8.05,63.05,7.8,1.08,0.13,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_31W_CARM1_Anderson GEM Individual_17,2021,South,31W,CARM1,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,7.63,62.12,8.1,0.93,0.12,117,NA,NA,NA,NA,NA,38,263,3-late
2021_31W_CARM1_Anderson GEM Individual_17,2021,South,31W,CARM1,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,7.23,62.31,8.6,0.93,0.09,108,NA,NA,NA,NA,NA,38,263,3-late
2021_31W_CARM1_MARC Individual_17,2021,South,31W,CARM1,MARC Individual,17,2021-09-21T00:00:00Z,4,8.36,61.72,7.4,1.31,0.33,49,NA,NA,NA,NA,NA,38,263,3-late
2021_31W_CARM1_MARC Individual_17,2021,South,31W,CARM1,MARC Individual,17,2021-09-21T00:00:00Z,4,7.85,62.77,8,0.99,0.27,60,NA,NA,NA,NA,NA,38,263,3-late
2021_17N_Paired TRM2_Paired TRM2_18,2021,NA,17N,Paired TRM2,Paired TRM2,18,2021-09-28T00:00:00Z,4,7.07,61.71,8.7,0.98,0.32,NA,NA,NA,NA,NA,NA,39,270,3-late
2021_31E_Paired TRM1_Paired TRM1_18,2021,NA,31E,Paired TRM1,Paired TRM1,18,2021-09-28T00:00:00Z,4,7.91,60.66,7.7,0.87,0.13,NA,NA,NA,NA,NA,NA,39,270,3-late
2021_15E_TRM_TRM_18,2021,NA,15E,TRM,TRM,18,2021-09-28T00:00:00Z,4,8.49,59.05,7,1.38,0.21,NA,NA,NA,NA,NA,NA,39,270,3-late
2021_19N_TRM_TRM_18,2021,NA,19N,TRM,TRM,18,2021-09-28T00:00:00Z,4,7.59,62.09,8.2,1.24,0.4,NA,NA,NA,NA,NA,NA,39,270,3-late
2021_31W_CARM1_CARM1_18,2021,South,31W,CARM1,CARM1,18,2021-09-28T00:00:00Z,4,7.25,61.12,8.4,1.14,0.24,NA,NA,NA,NA,NA,NA,39,270,3-late
2021_17S_CARM2_CARM2_18,2021,Salt Flat,17S,CARM2,CARM2,18,2021-09-28T00:00:00Z,4,7.56,61.86,8.2,1.11,0.37,NA,NA,NA,NA,NA,NA,39,270,3-late
2022_20NW_CARM_CARM2_1,2022,Elm,20NW,CARM,CARM2,1,2022-05-31T00:00:00Z,1,7.9,66,8.35,1.35,0.01,NA,164641,NA,NA,NA,NA,22,150,1-early
2022_25NW_CARM_CARM1_1,2022,Crossroads,25NW,CARM,CARM1,1,2022-06-02T00:00:00Z,1,7.6,62.5,8.22,1.25,0.07,NA,164642,NA,NA,NA,NA,22,152,1-early
2022_20SE_TRM_Paired TRM2_1,2022,NA,20SE,TRM,Paired TRM2,1,2022-05-31T00:00:00Z,1,10.4,67.6,6.5,1.65,0.26,NA,164635,NA,NA,NA,NA,22,150,1-early
2022_25SE_TRM_Paired TRM1_1,2022,NA,25SE,TRM,Paired TRM1,1,2022-05-31T00:00:00Z,1,7.9,65.3,8.27,1.26,0.11,NA,164636,NA,NA,NA,NA,22,150,1-early
2022_19N_TRM_Local_1,2022,NA,19N,TRM,Local,1,2022-05-31T00:00:00Z,1,9.6,66.8,6.96,1.44,0.1,NA,164637,NA,NA,NA,NA,22,150,1-early
2022_15E_TRM_Local_1,2022,NA,15E,TRM,Local,1,2022-05-31T00:00:00Z,1,9,63.2,7.02,1.41,0.16,NA,164639,NA,NA,NA,NA,22,150,1-early
2022_25NW_CARM_CARM1_2,2022,Crossroads,25NW,CARM,CARM1,2,2022-06-07T00:00:00Z,1,6.9,61.4,8.9,1.45,0.01,NA,164623,NA,NA,NA,NA,23,157,1-early
2022_20NW_CARM_CARM2_2,2022,Elm,20NW,CARM,CARM2,2,2022-06-08T00:00:00Z,1,8.2,66.9,8.16,1.24,0.01,NA,164624,NA,NA,NA,NA,23,158,1-early
2022_15E_TRM_Local_2,2022,NA,15E,TRM,Local,2,2022-06-08T00:00:00Z,1,9.5,65.6,6.91,1.48,0.01,NA,164626,NA,NA,NA,NA,23,158,1-early
2022_19N_TRM_Local_2,2022,NA,19N,TRM,Local,2,2022-06-08T00:00:00Z,1,10.2,66.4,6.51,1.46,0.08,NA,164628,NA,NA,NA,NA,23,158,1-early
2022_25SE_TRM_Paired TRM1_2,2022,NA,25SE,TRM,Paired TRM1,2,2022-06-08T00:00:00Z,1,7.9,63.4,8.03,1.34,0.01,NA,164629,NA,NA,NA,NA,23,158,1-early
2022_20SE_TRM_Paired TRM2_2,2022,NA,20SE,TRM,Paired TRM2,2,2022-06-08T00:00:00Z,1,8.8,66.3,7.53,1.48,0.15,NA,164630,NA,NA,NA,NA,23,158,1-early
2022_20NW_CARM_CARM2_3,2022,Elm,20NW,CARM,CARM2,3,2022-06-14T00:00:00Z,2&1,7.6,65.1,8.57,1.07,0.01,NA,164671,NA,NA,NA,NA,24,164,1-early
2022_31W_CARM_CARM1_3,2022,South,31W,CARM,CARM1,3,2022-06-14T00:00:00Z,2&1,10.4,66.7,6.41,1.78,0.2,NA,164672,NA,NA,NA,NA,24,164,1-early
2022_20SE_TRM_Paired TRM2_3,2022,NA,20SE,TRM,Paired TRM2,3,2022-06-14T00:00:00Z,2&1,8.2,66.7,8.13,1.26,0.18,NA,164665,NA,NA,NA,NA,24,164,1-early
2022_31E_TRM_Paired TRM1_3,2022,NA,31E,TRM,Paired TRM1,3,2022-06-14T00:00:00Z,2&1,9.7,67.2,6.93,1.26,0.01,NA,164666,NA,NA,NA,NA,24,164,1-early
2022_19N_TRM_Local_3,2022,NA,19N,TRM,Local,3,2022-06-14T00:00:00Z,2&1,8,66.4,8.3,1.66,0.16,NA,164668,NA,NA,NA,NA,24,164,1-early
2022_15E_TRM_Local_3,2022,NA,15E,TRM,Local,3,2022-06-14T00:00:00Z,2&1,10.6,67.1,6.33,1.41,0.01,NA,164670,NA,NA,NA,NA,24,164,1-early
2022_20NW_CARM_CARM2_4,2022,Elm,20NW,CARM,CARM2,4,2022-06-21T00:00:00Z,2&1,8.2,65.6,8,1.35,0.25,NA,164679,NA,NA,NA,NA,25,171,1-early
2022_31W_CARM_CARM1_4,2022,South,31W,CARM,CARM1,4,2022-06-21T00:00:00Z,2&1,8,64.6,8.07,1.29,0.11,NA,164680,NA,NA,NA,NA,25,171,1-early
2022_20SE_TRM_Paired TRM2_4,2022,NA,20SE,TRM,Paired TRM2,4,2022-06-21T00:00:00Z,2&1,8.2,65.2,7.95,1.09,0.02,NA,164673,NA,NA,NA,NA,25,171,1-early
2022_31E_TRM_Paired TRM1_4,2022,NA,31E,TRM,Paired TRM1,4,2022-06-21T00:00:00Z,2&1,11.5,63,5.48,1.34,0.28,NA,164674,NA,NA,NA,NA,25,171,1-early
2022_19N_TRM_Local_4,2022,NA,19N,TRM,Local,4,2022-06-21T00:00:00Z,2&1,9.3,65.5,7.04,1.12,0.07,NA,164675,NA,NA,NA,NA,25,171,1-early
2022_15E_TRM_Local_4,2022,NA,15E,TRM,Local,4,2022-06-21T00:00:00Z,2&1,9.7,62.5,6.44,1.19,0.03,NA,164678,NA,NA,NA,NA,25,171,1-early
2022_31W_CARM_CARM1_5,2022,South,31W,CARM,CARM1,5,2022-06-28T00:00:00Z,2,8,65.7,8.21,1.31,0.2,NA,164740,NA,NA,NA,NA,26,178,1-early
2022_18S_CARM_CARM2_5,2022,Snowfence,18S,CARM,CARM2,5,2022-06-28T00:00:00Z,2,7.9,66.4,8.41,1.12,0.01,NA,164741,NA,NA,NA,NA,26,178,1-early
2022_15E_TRM_Local_5,2022,NA,15E,TRM,Local,5,2022-06-28T00:00:00Z,2,9,62,6.89,1.1,0.07,NA,164743,NA,NA,NA,NA,26,178,1-early
2022_19N_TRM_Local_5,2022,NA,19N,TRM,Local,5,2022-06-28T00:00:00Z,2,8.9,66.2,7.44,1.23,0.08,NA,164745,NA,NA,NA,NA,26,178,1-early
2022_31E_TRM_Paired TRM1_5,2022,NA,31E,TRM,Paired TRM1,5,2022-06-28T00:00:00Z,2,9.2,64.7,7.03,1.1,0.06,NA,164746,NA,NA,NA,NA,26,178,1-early
2022_19N_TRM_Paired TRM2_5,2022,NA,19N,TRM,Paired TRM2,5,2022-06-28T00:00:00Z,2,9.1,65,7.14,1.18,0.07,NA,164747,NA,NA,NA,NA,26,178,1-early
2022_31W_CARM_CARM1_6,2022,South,31W,CARM,CARM1,6,2022-07-05T00:00:00Z,2,7.1,63.9,9,1.25,0.16,NA,164839,NA,NA,NA,NA,27,185,1-early
2022_18S_CARM_CARM2_6,2022,Snowfence,18S,CARM,CARM2,6,2022-07-05T00:00:00Z,2,8.1,65.2,8,1.12,0.01,NA,164840,NA,NA,NA,NA,27,185,1-early
2022_19N_TRM_Local_6,2022,NA,19N,TRM,Local,6,2022-07-05T00:00:00Z,2,9.2,67.3,7.3,1.03,0.01,NA,164836,NA,NA,NA,NA,27,185,1-early
2022_31E_TRM_Paired TRM1_6,2022,NA,31E,TRM,Paired TRM1,6,2022-07-05T00:00:00Z,2,8.9,63.9,7.2,1.03,0.01,NA,164837,NA,NA,NA,NA,27,185,1-early
2022_15E_TRM_Local_6,2022,NA,15E,TRM,Local,6,2022-07-05T00:00:00Z,2,8.7,59.1,6.8,1.51,0.31,NA,164842,NA,NA,NA,NA,27,185,1-early
2022_19N_TRM_Paired TRM2_6,2022,NA,19N,TRM,Paired TRM2,6,2022-07-05T00:00:00Z,2,8.85,66.4,7.5,1.06,0.06,NA,calculated from marc & local samples - averaged,NA,NA,NA,NA,27,185,1-early
2022_25NW_CARM_CARM1_7,2022,Crossroads,25NW,CARM,CARM1,7,2022-07-12T00:00:00Z,3&2,9.1,62.1,6.8,1.42,0.19,NA,164844,NA,NA,NA,NA,28,192,2-middle
2022_18S_CARM_CARM2_7,2022,Snowfence,18S,CARM,CARM2,7,2022-07-12T00:00:00Z,3&2,7.4,65.3,8.8,1,0.01,NA,164845,NA,NA,NA,NA,28,192,2-middle
2022_25SE_TRM_Paired TRM1_7,2022,NA,25SE,TRM,Paired TRM1,7,2022-07-12T00:00:00Z,3&2,8.9,61,6.9,1.01,0.22,NA,164843,NA,NA,NA,NA,28,192,2-middle
2022_15E_TRM_Local_7,2022,NA,15E,TRM,Local,7,2022-07-12T00:00:00Z,3&2,8.6,61,7.1,1.35,0.31,NA,164847,NA,NA,NA,NA,28,192,2-middle
2022_19N_TRM_Local_7,2022,NA,19N,TRM,Local,7,2022-07-12T00:00:00Z,3&2,8.7,64,7.4,0.93,0.01,NA,164849,NA,NA,NA,NA,28,192,2-middle
2022_19N_TRM_Paired TRM2_7,2022,NA,19N,TRM,Paired TRM2,7,2022-07-12T00:00:00Z,3&2,8.5,64.65,7.65,1.135,0.065,NA,calculated from marc & local samples - averaged,NA,NA,NA,NA,28,192,2-middle
2022_17S_CARM_CARM2_8,2022,Saltflat,17S,CARM,CARM2,8,2022-07-21T00:00:00Z,4&3,7.6,64.1,8.4,0.67,0.14,NA,165014,NA,NA,NA,NA,29,201,2-middle
2022_26W_CARM_CARM1_8,2022,Hilltank,26W,CARM,CARM1,8,2022-07-21T00:00:00Z,4&3,9.5,62.6,6.6,1.09,0.24,NA,165016,NA,NA,NA,NA,29,201,2-middle
2022_17N_TRM_Paired TRM2_8,2022,NA,17N,TRM,Paired TRM2,8,2022-07-21T00:00:00Z,4&3,8.2,62.3,7.6,0.53,0.02,NA,165013,NA,NA,NA,NA,29,201,2-middle
2022_26E_TRM_Paired TRM1_8,2022,NA,26E,TRM,Paired TRM1,8,2022-07-21T00:00:00Z,4&3,9.3,63.4,6.8,1.02,0.11,NA,165015,NA,NA,NA,NA,29,201,2-middle
2022_19N_TRM_Local_8,2022,NA,19N,TRM,Local,8,2022-07-21T00:00:00Z,4&3,8.6,65.7,7.6,1.09,0.06,NA,165017,NA,NA,NA,NA,29,201,2-middle
2022_15E_TRM_Local_8,2022,NA,15E,TRM,Local,8,2022-07-21T00:00:00Z,4&3,9.7,60,6.2,1.07,0.3,NA,165019,NA,NA,NA,NA,29,201,2-middle
2022_17S_CARM_CARM2_9,2022,Saltflat,17S,CARM,CARM2,9,2022-07-26T00:00:00Z,5&3,8.2,64.7,7.9,1,0.13,NA,165010,NA,NA,NA,NA,30,206,2-middle
2022_7SE_CARM_CARM1_9,2022,Headquarters,7SE,CARM,CARM1,9,2022-07-26T00:00:00Z,5&3,8.9,65.6,7.4,1.35,0.21,NA,165011,NA,NA,NA,NA,30,206,2-middle
2022_17N_TRM_Paired TRM2_9,2022,NA,17N,TRM,Paired TRM2,9,2022-07-26T00:00:00Z,5&3,7.2,63.4,8.8,1.18,0.16,NA,165005,NA,NA,NA,NA,30,206,2-middle
2022_19N_TRM_Local_9,2022,NA,19N,TRM,Local,9,2022-07-26T00:00:00Z,5&3,8.3,59.9,7.2,1.16,0.3,NA,165007,NA,NA,NA,NA,30,206,2-middle
2022_15E_TRM_Local_9,2022,NA,15E,TRM,Local,9,2022-07-26T00:00:00Z,5&3,8.4,59.1,7,1.3,0.32,NA,165009,NA,NA,NA,NA,30,206,2-middle
2022_7NW_TRM_Paired TRM1_9,2022,NA,7NW,TRM,Paired TRM1,9,2022-07-26T00:00:00Z,5&3,4,62,15.5,1.55,0.47,NA,165012,NA,NA,NA,NA,30,206,2-middle
Year_21N_CARM77_CARM1_1,2023,Highway,21N,CARM77,CARM1,1,2023-05-30T00:00:00Z,1,8.09,65.75,8.13,NA,NA,NA,"0139, High H value",NA,NA,NA,NA,22,149,1-early
2023_18S_CARM107_CARM2_1,2023,Snowfence,18S,CARM107,CARM2,1,2023-05-30T00:00:00Z,1,10.8,68.04,6.3,NA,NA,NA,137,NA,NA,NA,NA,22,149,1-early
2023_24W_TRM_Paired TRM1_1,2023,NA,24W,TRM,Paired TRM1,1,2023-05-30T00:00:00Z,1,13.39,58.01,4.33,NA,NA,NA,135,NA,NA,NA,NA,22,149,1-early
2023_19N_TRM_Paired TRM2_1,2023,NA,19N,TRM,Paired TRM2,1,2023-05-30T00:00:00Z,1,10.62,68.28,6.43,NA,NA,NA,136,NA,NA,NA,NA,22,149,1-early
2023_15E_TRM_TRM 15E_1,2023,NA,15E,TRM,TRM 15E,1,2023-05-30T00:00:00Z,1,10.8,68.98,6.39,NA,NA,NA,138,NA,NA,NA,NA,22,149,1-early
2023_21N_CARM77_CARM1_2,2023,Highway,21N,CARM77,CARM1,2,2023-06-07T00:00:00Z,1,5.83,66.5,11.41,NA,NA,NA,"0130, High H-value",NA,NA,NA,NA,23,157,1-early
2023_18S_CARM107_CARM2_2,2023,Snowfence,18S,CARM107,CARM2,2,2023-06-07T00:00:00Z,1,8.6,65.9,7.66,NA,NA,NA,"0131, High H value",NA,NA,NA,NA,23,157,1-early
2023_19N_TRM_Paired TRM1_2,2023,NA,19N,TRM,Paired TRM1,2,2023-06-07T00:00:00Z,1,11.2,68.65,6.13,NA,NA,NA,"0133, High H value",NA,NA,NA,NA,23,157,1-early
2023_24W_TRM_Paired TRM2_2,2023,NA,24W,TRM,Paired TRM2,2,2023-06-07T00:00:00Z,1,11.13,68.05,6.11,NA,NA,NA,134,NA,NA,NA,NA,23,157,1-early
2023_15E_TRM_TRM 15E_2,2023,NA,15E,TRM,TRM 15E,2,2023-06-07T00:00:00Z,1,10.87,65.85,6.06,NA,NA,NA,"0132, High H value",NA,NA,NA,NA,23,157,1-early
2023_10S_CARM77_CARM1_3,2023,Nighthawk,10S,CARM77,CARM1,3,2023-06-26T00:00:00Z,2,8.37,65.67,7.85,NA,NA,NA,0353; High H value,NA,NA,NA,NA,26,176,1-early
2023_25NW_CARM107_CARM2_3,2023,Crossroads,25NW,CARM107,CARM2,3,2023-06-26T00:00:00Z,2,8.3,66.39,8,NA,NA,NA,0354; High H value,NA,NA,NA,NA,26,176,1-early
2023_15E_TRM_Paired TRM1_3,2023,NA,15E,TRM,Paired TRM1,3,2023-06-26T00:00:00Z,2,9.47,66.75,7.05,NA,NA,NA,350,NA,NA,NA,NA,26,176,1-early
2023_25SE_TRM_Paired TRM2_3,2023,NA,25SE,TRM,Paired TRM2,3,2023-06-26T00:00:00Z,2,8.99,66.58,7.41,NA,NA,NA,0352; High H value,NA,NA,NA,NA,26,176,1-early
2023_19N_TRM_TRM 19N_3,2023,NA,19N,TRM,TRM 19N,3,2023-06-26T00:00:00Z,2,9.67,65.53,6.78,NA,NA,NA,351,NA,NA,NA,NA,26,176,1-early
2023_10S_CARM77_CARM1_4,2023,Nighthawk,10S,CARM77,CARM1,4,2023-07-07T00:00:00Z,2,8.67,63.8,7.36,NA,NA,NA,358,NA,NA,NA,NA,27,187,1-early
2023_25NW_CARM107_CARM2_4,2023,Crossroads,25NW,CARM107,CARM2,4,2023-07-07T00:00:00Z,2,6.99,63.08,9.02,NA,NA,NA,359,NA,NA,NA,NA,27,187,1-early
2023_15E_TRM_Paired TRM1_4,2023,NA,15E,TRM,Paired TRM1,4,2023-07-07T00:00:00Z,2,8.62,65.11,7.55,NA,NA,NA,355,NA,NA,NA,NA,27,187,1-early
2023_25SE_TRM_Paired TRM2_4,2023,NA,25SE,TRM,Paired TRM2,4,2023-07-07T00:00:00Z,2,7.24,64.86,8.96,NA,NA,NA,0357; High H value,NA,NA,NA,NA,27,187,1-early
2023_19N_TRM_TRM 19N_4,2023,NA,19N,TRM,TRM 19N,4,2023-07-07T00:00:00Z,2,7.55,63.52,8.41,NA,NA,NA,356,NA,NA,NA,NA,27,187,1-early
2023_10S_CARM77_CARM1_5,2023,Nighthawk,10S,CARM77,CARM1,5,2023-07-12T00:00:00Z,2,8.7,64.75,7.44,NA,NA,NA,363,NA,NA,NA,NA,28,192,1-early
2023_25NW_CARM107_CARM2_5,2023,Crossroads,25NW,CARM107,CARM2,5,2023-07-12T00:00:00Z,2,5.47,62.6,11.44,NA,NA,NA,0364; High H value,NA,NA,NA,NA,28,192,1-early
2023_15E_TRM_Paired TRM1_5,2023,NA,15E,TRM,Paired TRM1,5,2023-07-12T00:00:00Z,2,8.14,64.64,7.94,NA,NA,NA,360,NA,NA,NA,NA,28,192,1-early
2023_25SE_TRM_Paired TRM2_5,2023,NA,25SE,TRM,Paired TRM2,5,2023-07-12T00:00:00Z,2,4.59,64.46,14.04,NA,NA,NA,0362; High H value,NA,NA,NA,NA,28,192,1-early
2023_19N_TRM_TRM 19N_5,2023,NA,19N,TRM,TRM 19N,5,2023-07-12T00:00:00Z,2,7.33,63.05,8.6,NA,NA,NA,361,NA,NA,NA,NA,28,192,1-early
2023_10S_CARM77_CARM1_6,2023,Nighthawk,10S,CARM77,CARM1,6,2023-07-18T00:00:00Z,2,8.36,64.43,7.71,NA,NA,NA,368,NA,NA,NA,NA,29,198,1-early
2023_25NW_CARM107_CARM2_6,2023,Crossroads,25NW,CARM107,CARM2,6,2023-07-18T00:00:00Z,2,6.61,62.05,9.39,NA,NA,NA,369,NA,NA,NA,NA,29,198,1-early
2023_15E_TRM_Paired TRM1_6,2023,NA,15E,TRM,Paired TRM1,6,2023-07-18T00:00:00Z,2,9.65,65,6.74,NA,NA,NA,365,NA,NA,NA,NA,29,198,1-early
2023_25SE_TRM_Paired TRM2_6,2023,NA,25SE,TRM,Paired TRM2,6,2023-07-18T00:00:00Z,2,5.65,63.47,11.23,NA,NA,NA,0367; High H value,NA,NA,NA,NA,29,198,1-early
2023_19N_TRM_TRM 19N_6,2023,NA,19N,TRM,TRM 19N,6,2023-07-18T00:00:00Z,2,8.52,63.22,7.42,NA,NA,NA,366,NA,NA,NA,NA,29,198,1-early
2023_10S_CARM77_CARM1_7,2023,Nighthawk,10S,CARM77,CARM1,7,2023-07-27T00:00:00Z,2,9.08,64.39,7.09,NA,NA,NA,373,NA,NA,NA,NA,30,207,2-middle
2023_25NW_CARM107_CARM2_7,2023,Crossroads,25NW,CARM107,CARM2,7,2023-07-27T00:00:00Z,2,7.8,62.8,8.05,NA,NA,NA,374,NA,NA,NA,NA,30,207,2-middle
2023_15E_TRM_Paired TRM1_7,2023,NA,15E,TRM,Paired TRM1,7,2023-07-27T00:00:00Z,2,9.48,65.2,6.88,NA,NA,NA,370,NA,NA,NA,NA,30,207,2-middle
2023_25SE_TRM_Paired TRM2_7,2023,NA,25SE,TRM,Paired TRM2,7,2023-07-27T00:00:00Z,2,7.93,65.39,8.25,NA,NA,NA,372,NA,NA,NA,NA,30,207,2-middle
2023_19N_TRM_TRM 19N_7,2023,NA,19N,TRM,TRM 19N,7,2023-07-27T00:00:00Z,2,8.64,62.84,7.27,NA,NA,NA,371,NA,NA,NA,NA,30,207,2-middle
2023_10S_CARM77_CARM1_8,2023,Nighthawk,10S,CARM77,CARM1,8,2023-08-02T00:00:00Z,2,7.38,62.43,8.46,NA,NA,NA,475,NA,NA,NA,NA,31,213,2-middle
2023_25NW_CARM107_CARM2_8,2023,Crossroads,25NW,CARM107,CARM2,8,2023-08-02T00:00:00Z,2,7.7,61.55,7.99,NA,NA,NA,476,NA,NA,NA,NA,31,213,2-middle
2023_15E_TRM_Paired TRM1_8,2023,NA,15E,TRM,Paired TRM1,8,2023-08-02T00:00:00Z,2,7.85,64.08,8.16,NA,NA,NA,472,NA,NA,NA,NA,31,213,2-middle
2023_25SE_TRM_Paired TRM2_8,2023,NA,25SE,TRM,Paired TRM2,8,2023-08-02T00:00:00Z,2,6.66,64.56,9.69,NA,NA,NA,474,NA,NA,NA,NA,31,213,2-middle
2023_19N_TRM_TRM 19N_8,2023,NA,19N,TRM,TRM 19N,8,2023-08-02T00:00:00Z,2,8.71,62.55,7.18,NA,NA,NA,437,NA,NA,NA,NA,31,213,2-middle
2023_10S_CARM77_CARM1_9,2023,Nighthawk,10S,CARM77,CARM1,9,2023-08-08T00:00:00Z,2,8.77,63.96,7.29,NA,NA,NA,484,NA,NA,NA,NA,32,219,2-middle
2023_25NW_CARM107_CARM2_9,2023,Crossroads,25NW,CARM107,CARM2,9,2023-08-08T00:00:00Z,2,6.56,62.37,9.51,NA,NA,NA,485,NA,NA,NA,NA,32,219,2-middle
2023_15E_TRM_Paired TRM1_9,2023,NA,15E,TRM,Paired TRM1,9,2023-08-08T00:00:00Z,2,10.73,65.62,6.12,NA,NA,NA,481,NA,NA,NA,NA,32,219,2-middle
2023_25SE_TRM_Paired TRM2_9,2023,NA,25SE,TRM,Paired TRM2,9,2023-08-08T00:00:00Z,2,7.31,65.15,8.91,NA,NA,NA,483,NA,NA,NA,NA,32,219,2-middle
2023_19N_TRM_TRM 19N_9,2023,NA,19N,TRM,TRM 19N,9,2023-08-08T00:00:00Z,2,7.46,63.05,8.45,NA,NA,NA,482,NA,NA,NA,NA,32,219,2-middle
2023_26W_CARM77_CARM1_10,2023,Hilltank,26W,CARM77,CARM1,10,2023-08-15T00:00:00Z,3,6.28,63.05,10.04,NA,NA,NA,765,NA,NA,NA,NA,33,226,2-middle
2023_31W_CARM107_CARM2_10,2023,South,31W,CARM107,CARM2,10,2023-08-15T00:00:00Z,3,6.95,63.9,9.19,NA,NA,NA,766,NA,NA,NA,NA,33,226,2-middle
2023_26E_TRM_Paired TRM1_10,2023,NA,26E,TRM,Paired TRM1,10,2023-08-15T00:00:00Z,3,7,63.12,9.02,NA,NA,NA,763,NA,NA,NA,NA,33,226,2-middle
2023_31E_TRM_Paired TRM2_10,2023,NA,31E,TRM,Paired TRM2,10,2023-08-15T00:00:00Z,2,7.68,63.87,8.13,NA,NA,NA,"0764, was labled in report as 25SE, but I highly suspect it was actually the 31E submission as I did not get a report for that one.",NA,NA,NA,NA,33,226,2-middle
2023_19N_TRM_TRM 19N_10,2023,NA,19N,TRM,TRM 19N,10,2023-08-15T00:00:00Z,3,7.66,63.34,8.27,NA,NA,NA,762,NA,NA,NA,NA,33,226,2-middle
2023_15E_TRM_TRM 15E_10,2023,NA,15E,TRM,TRM 15E,10,2023-08-18T00:00:00Z,3,10.19,65.06,6.38,NA,NA,NA,761,NA,NA,NA,NA,33,229,2-middle
2023_26W_CARM77_CARM1_11,2023,Hilltank,26W,CARM77,CARM1,11,2023-08-22T00:00:00Z,3,8.91,64.55,7.24,NA,NA,NA,771,NA,NA,NA,NA,34,233,2-middle
2023_31W_CARM107_CARM2_11,2023,South,31W,CARM107,CARM2,11,2023-08-22T00:00:00Z,3,7.06,63.24,8.96,NA,NA,NA,772,NA,NA,NA,NA,34,233,2-middle
2023_26E_TRM_Paired TRM1_11,2023,NA,26E,TRM,Paired TRM1,11,2023-08-22T00:00:00Z,3,7.46,63.87,8.56,NA,NA,NA,769,NA,NA,NA,NA,34,233,2-middle
2023_31E_TRM_Paired TRM2_11,2023,NA,31E,TRM,Paired TRM2,11,2023-08-22T00:00:00Z,3,6.58,62.87,9.55,NA,NA,NA,770,NA,NA,NA,NA,34,233,2-middle
2023_15E_TRM_TRM 15E_11,2023,NA,15E,TRM,TRM 15E,11,2023-08-22T00:00:00Z,3,11.35,67.65,5.96,NA,NA,NA,767,NA,NA,NA,NA,34,233,2-middle
2023_19N_TRM_TRM 19N_11,2023,NA,19N,TRM,TRM 19N,11,2023-08-22T00:00:00Z,3,10.5,65.16,6.21,NA,NA,NA,768,NA,NA,NA,NA,34,233,2-middle
